date,market,commodity,price
2014-11-15,Nur-Sultan,Wheat flour (first grade),140.0
2014-11-15,Nur-Sultan,Meat (beef),1286.0
2014-11-15,Nur-Sultan,Milk,125.0
2014-11-15,Nur-Sultan,Oil (sunflower),303.0
2014-11-15,Almaty,Potatoes,90.0
2014-11-15,Almaty,Wheat flour (first grade),125.0
2014-11-15,Almaty,Meat (beef),1359.0
2014-11-15,Almaty,Milk,172.0
2014-11-15,Kostanay,Potatoes,84.0
2014-11-15,Kostanay,Meat (beef),1100.0
2014-11-15,Kostanay,Milk,116.0
2014-11-15,Kostanay,Oil (sunflower),285.0
2014-11-15,Aktau,Potatoes,116.0
2014-11-15,Aktau,Wheat flour (first grade),132.0
2014-11-15,Aktau,Meat (beef),1267.0
2014-12-15,Nur-Sultan,Potatoes,96.0
2014-12-15,Nur-Sultan,Meat (beef),1286.0
2014-12-15,Nur-Sultan,Milk,130.0
2014-12-15,Almaty,Potatoes,104.0
2014-12-15,Almaty,Meat (beef),1359.0
2014-12-15,Almaty,Milk,176.0
2014-12-15,Almaty,Oil (sunflower),292.0
2014-12-15,Kostanay,Potatoes,88.0
2014-12-15,Kostanay,Wheat flour (first grade),79.0
2014-12-15,Kostanay,Meat (beef),1100.0
2014-12-15,Kostanay,Milk,116.0
2014-12-15,Kostanay,Oil (sunflower),285.0
2014-12-15,Aktau,Potatoes,121.0
2014-12-15,Aktau,Meat (beef),1267.0
2014-12-15,Aktau,Oil (sunflower),325.0
2015-01-15,Nur-Sultan,Potatoes,96.0
2015-01-15,Nur-Sultan,Meat (beef),1273.0
2015-01-15,Nur-Sultan,Oil (sunflower),317.0
2015-01-15,Almaty,Potatoes,114.0
2015-01-15,Almaty,Wheat flour (first grade),129.0
2015-01-15,Almaty,Meat (beef),1380.0
2015-01-15,Almaty,Milk,180.0
2015-01-15,Almaty,Oil (sunflower),297.0
2015-01-15,Kostanay,Potatoes,90.0
2015-01-15,Kostanay,Wheat flour (first grade),79.0
2015-01-15,Kostanay,Meat (beef),1100.0
2015-01-15,Kostanay,Milk,121.0
2015-01-15,Kostanay,Oil (sunflower),285.0
2015-01-15,Aktau,Potatoes,125.0
2015-01-15,Aktau,Wheat flour (first grade),132.0
2015-01-15,Aktau,Meat (beef),1267.0
2015-02-15,Nur-Sultan,Potatoes,95.0
2015-02-15,Nur-Sultan,Meat (beef),1273.0
2015-02-15,Nur-Sultan,Oil (sunflower),303.0
2015-02-15,Almaty,Potatoes,114.0
2015-02-15,Almaty,Wheat flour (first grade),130.0
2015-02-15,Almaty,Meat (beef),1315.0
2015-02-15,Almaty,Milk,187.0
2015-02-15,Kostanay,Potatoes,90.0
2015-02-15,Kostanay,Wheat flour (first grade),79.0
2015-02-15,Kostanay,Meat (beef),1100.0
2015-02-15,Kostanay,Milk,121.0
2015-02-15,Kostanay,Oil (sunflower),282.0
2015-02-15,Aktau,Potatoes,119.0
2015-02-15,Aktau,Meat (beef),1281.0
2015-03-15,Nur-Sultan,Potatoes,91.0
2015-03-15,Nur-Sultan,Meat (beef),1273.0
2015-03-15,Nur-Sultan,Oil (sunflower),303.0
2015-03-15,Almaty,Potatoes,114.0
2015-03-15,Almaty,Wheat flour (first grade),130.0
2015-03-15,Almaty,Meat (beef),1315.0
2015-03-15,Almaty,Milk,191.0
2015-03-15,Almaty,Oil (sunflower),271.0
2015-03-15,Kostanay,Potatoes,90.0
2015-03-15,Kostanay,Wheat flour (first grade),79.0
2015-03-15,Kostanay,Meat (beef),1067.0
2015-03-15,Kostanay,Milk,121.0
2015-03-15,Kostanay,Oil (sunflower),282.0
2015-03-15,Aktau,Potatoes,119.0
2015-03-15,Aktau,Wheat flour (first grade),132.0
2015-03-15,Aktau,Meat (beef),1281.0
2015-04-15,Nur-Sultan,Potatoes,91.0
2015-04-15,Nur-Sultan,Wheat flour (first grade),140.0
2015-04-15,Nur-Sultan,Meat (beef),1273.0
2015-04-15,Nur-Sultan,Oil (sunflower),298.0
2015-04-15,Almaty,Potatoes,117.0
2015-04-15,Almaty,Wheat flour (first grade),130.0
2015-04-15,Almaty,Meat (beef),1280.0
2015-04-15,Almaty,Milk,191.0
2015-04-15,Kostanay,Potatoes,96.0
2015-04-15,Kostanay,Wheat flour (first grade),80.0
2015-04-15,Kostanay,Meat (beef),1067.0
2015-04-15,Kostanay,Milk,132.0
2015-04-15,Kostanay,Oil (sunflower),282.0
2015-04-15,Aktau,Potatoes,119.0
2015-04-15,Aktau,Meat (beef),1297.0
2015-05-15,Nur-Sultan,Potatoes,101.0
2015-05-15,Nur-Sultan,Meat (beef),1175.0
2015-05-15,Almaty,Potatoes,109.0
2015-05-15,Almaty,Wheat flour (first grade),130.0
2015-05-15,Almaty,Meat (beef),1280.0
2015-05-15,Almaty,Milk,191.0
2015-05-15,Almaty,Oil (sunflower),276.0
2015-05-15,Kostanay,Potatoes,96.0
2015-05-15,Kostanay,Meat (beef),1067.0
2015-05-15,Kostanay,Oil (sunflower),284.0
2015-05-15,Aktau,Potatoes,127.0
2015-05-15,Aktau,Wheat flour (first grade),132.0
2015-05-15,Aktau,Meat (beef),1297.0
2015-05-15,Aktau,Oil (sunflower),312.0
2015-06-15,Nur-Sultan,Potatoes,105.0
2015-06-15,Nur-Sultan,Meat (beef),1175.0
2015-06-15,Almaty,Potatoes,122.0
2015-06-15,Almaty,Wheat flour (first grade),130.0
2015-06-15,Almaty,Meat (beef),1269.0
2015-06-15,Almaty,Milk,191.0
2015-06-15,Almaty,Oil (sunflower),270.0
2015-06-15,Kostanay,Potatoes,99.0
2015-06-15,Kostanay,Meat (beef),1067.0
2015-06-15,Kostanay,Oil (sunflower),284.0
2015-06-15,Aktau,Potatoes,129.0
2015-06-15,Aktau,Meat (beef),1286.0
2015-06-15,Aktau,Oil (sunflower),312.0
2015-07-15,Nur-Sultan,Potatoes,85.0
2015-07-15,Nur-Sultan,Meat (beef),1175.0
2015-07-15,Nur-Sultan,Oil (sunflower),294.0
2015-07-15,Almaty,Potatoes,93.0
2015-07-15,Almaty,Wheat flour (first grade),130.0
2015-07-15,Almaty,Meat (beef),1269.0
2015-07-15,Almaty,Milk,191.0
2015-07-15,Almaty,Oil (sunflower),270.0
2015-07-15,Kostanay,Potatoes,99.0
2015-07-15,Kostanay,Wheat flour (first grade),84.0
2015-07-15,Kostanay,Meat (beef),1067.0
2015-07-15,Kostanay,Milk,132.0
2015-07-15,Aktau,Potatoes,113.0
2015-07-15,Aktau,Wheat flour (first grade),133.0
2015-07-15,Aktau,Meat (beef),1297.0
2015-07-15,Aktau,Oil (sunflower),312.0
2015-08-15,Nur-Sultan,Potatoes,82.0
2015-08-15,Nur-Sultan,Meat (beef),1165.0
2015-08-15,Nur-Sultan,Oil (sunflower),303.0
2015-08-15,Almaty,Potatoes,73.0
2015-08-15,Almaty,Meat (beef),1286.0
2015-08-15,Almaty,Milk,191.0
2015-08-15,Almaty,Oil (sunflower),267.0
2015-08-15,Kostanay,Potatoes,83.0
2015-08-15,Kostanay,Meat (beef),1067.0
2015-08-15,Aktau,Potatoes,102.0
2015-08-15,Aktau,Wheat flour (first grade),133.0
2015-08-15,Aktau,Meat (beef),1297.0
2015-09-15,Nur-Sultan,Potatoes,64.0
2015-09-15,Nur-Sultan,Meat (beef),1160.0
2015-09-15,Nur-Sultan,Oil (sunflower),303.0
2015-09-15,Almaty,Potatoes,80.0
2015-09-15,Almaty,Wheat flour (first grade),130.0
2015-09-15,Almaty,Meat (beef),1297.0
2015-09-15,Almaty,Milk,194.0
2015-09-15,Almaty,Oil (sunflower),270.0
2015-09-15,Kostanay,Potatoes,70.0
2015-09-15,Kostanay,Wheat flour (first grade),87.0
2015-09-15,Kostanay,Meat (beef),1067.0
2015-09-15,Aktau,Potatoes,98.0
2015-09-15,Aktau,Wheat flour (first grade),133.0
2015-09-15,Aktau,Meat (beef),1297.0
2015-09-15,Aktau,Oil (sunflower),310.0
2015-10-15,Nur-Sultan,Potatoes,73.0
2015-10-15,Nur-Sultan,Meat (beef),1160.0
2015-10-15,Nur-Sultan,Oil (sunflower),344.0
2015-10-15,Almaty,Potatoes,88.0
2015-10-15,Almaty,Meat (beef),1304.0
2015-10-15,Almaty,Milk,204.0
2015-10-15,Kostanay,Potatoes,70.0
2015-10-15,Kostanay,Meat (beef),1067.0
2015-10-15,Kostanay,Oil (sunflower),346.0
2015-10-15,Aktau,Potatoes,97.0
2015-10-15,Aktau,Wheat flour (first grade),134.0
2015-10-15,Aktau,Meat (beef),1297.0
2015-10-15,Aktau,Oil (sunflower),348.0
2015-11-15,Nur-Sultan,Potatoes,74.0
2015-11-15,Nur-Sultan,Wheat flour (first grade),136.0
2015-11-15,Nur-Sultan,Meat (beef),1161.0
2015-11-15,Nur-Sultan,Oil (sunflower),412.0
2015-11-15,Almaty,Potatoes,88.0
2015-11-15,Almaty,Wheat flour (first grade),140.0
2015-11-15,Almaty,Meat (beef),1337.0
2015-11-15,Almaty,Milk,211.0
2015-11-15,Almaty,Oil (sunflower),394.0
2015-11-15,Kostanay,Potatoes,72.0
2015-11-15,Kostanay,Meat (beef),1067.0
2015-11-15,Kostanay,Milk,140.0
2015-11-15,Kostanay,Oil (sunflower),410.0
2015-11-15,Aktau,Potatoes,99.0
2015-11-15,Aktau,Wheat flour (first grade),155.0
2015-11-15,Aktau,Meat (beef),1299.0
2015-11-15,Aktau,Oil (sunflower),411.0
2015-12-15,Nur-Sultan,Potatoes,74.0
2015-12-15,Nur-Sultan,Wheat flour (first grade),136.0
2015-12-15,Nur-Sultan,Meat (beef),1229.0
2015-12-15,Nur-Sultan,Oil (sunflower),416.0
2015-12-15,Almaty,Potatoes,91.0
2015-12-15,Almaty,Meat (beef),1368.0
2015-12-15,Almaty,Milk,217.0
2015-12-15,Almaty,Oil (sunflower),398.0
2015-12-15,Kostanay,Potatoes,75.0
2015-12-15,Kostanay,Meat (beef),1025.0
2015-12-15,Kostanay,Milk,150.0
2015-12-15,Kostanay,Oil (sunflower),411.0
2015-12-15,Aktau,Potatoes,98.0
2015-12-15,Aktau,Meat (beef),1304.0
2015-12-15,Aktau,Oil (sunflower),411.0
2016-01-15,Nur-Sultan,Potatoes,74.0
2016-01-15,Nur-Sultan,Meat (beef),1229.0
2016-01-15,Nur-Sultan,Oil (sunflower),438.0
2016-01-15,Almaty,Potatoes,103.0
2016-01-15,Almaty,Wheat flour (first grade),140.0
2016-01-15,Almaty,Meat (beef),1336.0
2016-01-15,Almaty,Milk,223.0
2016-01-15,Kostanay,Potatoes,76.0
2016-01-15,Kostanay,Wheat flour (first grade),101.0
2016-01-15,Kostanay,Meat (beef),1025.0
2016-01-15,Kostanay,Milk,150.0
2016-01-15,Kostanay,Oil (sunflower),411.0
2016-01-15,Aktau,Potatoes,100.0
2016-01-15,Aktau,Wheat flour (first grade),159.0
2016-01-15,Aktau,Meat (beef),1304.0
2016-02-15,Nur-Sultan,Potatoes,70.0
2016-02-15,Nur-Sultan,Meat (beef),1229.0
2016-02-15,Nur-Sultan,Oil (sunflower),463.0
2016-02-15,Almaty,Potatoes,90.0
2016-02-15,Almaty,Wheat flour (first grade),141.0
2016-02-15,Almaty,Meat (beef),1336.0
2016-02-15,Almaty,Milk,223.0
2016-02-15,Kostanay,Potatoes,76.0
2016-02-15,Kostanay,Meat (beef),1025.0
2016-02-15,Kostanay,Milk,150.0
2016-02-15,Kostanay,Oil (sunflower),414.0
2016-02-15,Aktau,Potatoes,102.0
2016-02-15,Aktau,Wheat flour (first grade),159.0
2016-02-15,Aktau,Meat (beef),1324.0
2016-03-15,Nur-Sultan,Potatoes,69.0
2016-03-15,Nur-Sultan,Meat (beef),1229.0
2016-03-15,Nur-Sultan,Oil (sunflower),463.0
2016-03-15,Almaty,Potatoes,85.0
2016-03-15,Almaty,Wheat flour (first grade),137.0
2016-03-15,Almaty,Meat (beef),1297.0
2016-03-15,Almaty,Milk,223.0
2016-03-15,Almaty,Oil (sunflower),419.0
2016-03-15,Kostanay,Potatoes,71.0
2016-03-15,Kostanay,Meat (beef),1025.0
2016-03-15,Kostanay,Milk,150.0
2016-03-15,Aktau,Potatoes,102.0
2016-03-15,Aktau,Wheat flour (first grade),159.0
2016-03-15,Aktau,Meat (beef),1324.0
2016-03-15,Aktau,Oil (sunflower),440.0
2016-04-15,Nur-Sultan,Potatoes,64.0
2016-04-15,Nur-Sultan,Meat (beef),1308.0
2016-04-15,Nur-Sultan,Oil (sunflower),463.0
2016-04-15,Almaty,Potatoes,89.0
2016-04-15,Almaty,Wheat flour (first grade),133.0
2016-04-15,Almaty,Meat (beef),1304.0
2016-04-15,Almaty,Milk,223.0
2016-04-15,Almaty,Oil (sunflower),439.0
2016-04-15,Kostanay,Potatoes,68.0
2016-04-15,Kostanay,Meat (beef),1025.0
2016-04-15,Kostanay,Milk,150.0
2016-04-15,Aktau,Potatoes,102.0
2016-04-15,Aktau,Wheat flour (first grade),159.0
2016-04-15,Aktau,Meat (beef),1338.0
2016-05-15,Nur-Sultan,Potatoes,83.0
2016-05-15,Nur-Sultan,Meat (beef),1308.0
2016-05-15,Nur-Sultan,Oil (sunflower),460.0
2016-05-15,Almaty,Potatoes,96.0
2016-05-15,Almaty,Wheat flour (first grade),133.0
2016-05-15,Almaty,Meat (beef),1304.0
2016-05-15,Almaty,Milk,223.0
2016-05-15,Kostanay,Potatoes,69.0
2016-05-15,Kostanay,Meat (beef),1025.0
2016-05-15,Kostanay,Milk,130.0
2016-05-15,Kostanay,Oil (sunflower),424.0
2016-05-15,Aktau,Potatoes,108.0
2016-05-15,Aktau,Wheat flour (first grade),159.0
2016-05-15,Aktau,Meat (beef),1338.0
2016-06-15,Nur-Sultan,Potatoes,116.0
2016-06-15,Nur-Sultan,Meat (beef),1333.0
2016-06-15,Nur-Sultan,Oil (sunflower),472.0
2016-06-15,Almaty,Potatoes,120.0
2016-06-15,Almaty,Meat (beef),1304.0
2016-06-15,Almaty,Milk,215.0
2016-06-15,Kostanay,Potatoes,92.0
2016-06-15,Kostanay,Meat (beef),1049.0
2016-06-15,Kostanay,Oil (sunflower),431.0
2016-06-15,Aktau,Potatoes,128.0
2016-06-15,Aktau,Meat (beef),1338.0
2016-06-15,Aktau,Oil (sunflower),450.0
2016-07-15,Nur-Sultan,Potatoes,130.0
2016-07-15,Nur-Sultan,Meat (beef),1333.0
2016-07-15,Nur-Sultan,Oil (sunflower),470.0
2016-07-15,Almaty,Potatoes,113.0
2016-07-15,Almaty,Meat (beef),1303.0
2016-07-15,Almaty,Milk,207.0
2016-07-15,Almaty,Oil (sunflower),425.0
2016-07-15,Kostanay,Potatoes,107.0
2016-07-15,Kostanay,Meat (beef),1049.0
2016-07-15,Kostanay,Milk,130.0
2016-07-15,Kostanay,Oil (sunflower),431.0
2016-07-15,Aktau,Potatoes,126.0
2016-07-15,Aktau,Meat (beef),1338.0
2016-07-15,Aktau,Oil (sunflower),450.0
2016-08-15,Nur-Sultan,Potatoes,80.0
2016-08-15,Nur-Sultan,Wheat flour (first grade),148.0
2016-08-15,Nur-Sultan,Meat (beef),1352.0
2016-08-15,Nur-Sultan,Oil (sunflower),470.0
2016-08-15,Almaty,Potatoes,107.0
2016-08-15,Almaty,Meat (beef),1309.0
2016-08-15,Almaty,Milk,207.0
2016-08-15,Almaty,Oil (sunflower),443.0
2016-08-15,Kostanay,Potatoes,83.0
2016-08-15,Kostanay,Meat (beef),1049.0
2016-08-15,Kostanay,Milk,130.0
2016-08-15,Kostanay,Oil (sunflower),431.0
2016-08-15,Aktau,Potatoes,124.0
2016-08-15,Aktau,Meat (beef),1338.0
2016-08-15,Aktau,Oil (sunflower),470.0
2016-09-15,Nur-Sultan,Potatoes,68.0
2016-09-15,Nur-Sultan,Wheat flour (first grade),146.0
2016-09-15,Nur-Sultan,Meat (beef),1364.0
2016-09-15,Nur-Sultan,Oil (sunflower),497.0
2016-09-15,Almaty,Potatoes,93.0
2016-09-15,Almaty,Meat (beef),1377.0
2016-09-15,Almaty,Milk,209.0
2016-09-15,Almaty,Oil (sunflower),455.0
2016-09-15,Kostanay,Potatoes,66.0
2016-09-15,Kostanay,Meat (beef),1049.0
2016-09-15,Kostanay,Milk,130.0
2016-09-15,Aktau,Potatoes,113.0
2016-09-15,Aktau,Meat (beef),1338.0
2016-09-15,Aktau,Oil (sunflower),476.0
2016-10-15,Nur-Sultan,Potatoes,70.0
2016-10-15,Nur-Sultan,Meat (beef),1364.0
2016-10-15,Nur-Sultan,Oil (sunflower),497.0
2016-10-15,Almaty,Potatoes,96.0
2016-10-15,Almaty,Meat (beef),1382.0
2016-10-15,Almaty,Milk,213.0
2016-10-15,Kostanay,Potatoes,62.0
2016-10-15,Kostanay,Wheat flour (first grade),107.0
2016-10-15,Kostanay,Meat (beef),1049.0
2016-10-15,Kostanay,Milk,130.0
2016-10-15,Kostanay,Oil (sunflower),439.0
2016-10-15,Aktau,Potatoes,101.0
2016-10-15,Aktau,Meat (beef),1338.0
2016-11-15,Nur-Sultan,Potatoes,85.0
2016-11-15,Nur-Sultan,Meat (beef),1364.0
2016-11-15,Nur-Sultan,Oil (sunflower),500.0
2016-11-15,Almaty,Potatoes,101.0
2016-11-15,Almaty,Meat (beef),1396.0
2016-11-15,Almaty,Milk,214.0
2016-11-15,Kostanay,Potatoes,64.0
2016-11-15,Kostanay,Wheat flour (first grade),107.0
2016-11-15,Kostanay,Meat (beef),1049.0
2016-11-15,Kostanay,Milk,130.0
2016-11-15,Kostanay,Oil (sunflower),452.0
2016-11-15,Aktau,Potatoes,108.0
2016-11-15,Aktau,Wheat flour (first grade),159.0
2016-11-15,Aktau,Meat (beef),1343.0
2016-11-15,Aktau,Oil (sunflower),476.0
2016-12-15,Nur-Sultan,Potatoes,92.0
2016-12-15,Nur-Sultan,Meat (beef),1357.0
2016-12-15,Almaty,Potatoes,112.0
2016-12-15,Almaty,Wheat flour (first grade),139.0
2016-12-15,Almaty,Meat (beef),1390.0
2016-12-15,Almaty,Milk,218.0
2016-12-15,Almaty,Oil (sunflower),432.0
2016-12-15,Kostanay,Potatoes,70.0
2016-12-15,Kostanay,Wheat flour (first grade),107.0
2016-12-15,Kostanay,Meat (beef),1078.0
2016-12-15,Kostanay,Milk,130.0
2016-12-15,Kostanay,Oil (sunflower),461.0
2016-12-15,Aktau,Potatoes,112.0
2016-12-15,Aktau,Wheat flour (first grade),159.0
2016-12-15,Aktau,Meat (beef),1365.0
2016-12-15,Aktau,Oil (sunflower),476.0
2017-01-15,Nur-Sultan,Potatoes,98.0
2017-01-15,Nur-Sultan,Meat (beef),1390.0
2017-01-15,Nur-Sultan,Oil (sunflower),470.0
2017-01-15,Almaty,Potatoes,119.0
2017-01-15,Almaty,Wheat flour (first grade),145.0
2017-01-15,Almaty,Meat (beef),1420.0
2017-01-15,Almaty,Milk,218.0
2017-01-15,Almaty,Oil (sunflower),427.0
2017-01-15,Kostanay,Potatoes,80.0
2017-01-15,Kostanay,Wheat flour (first grade),107.0
2017-01-15,Kostanay,Meat (beef),1117.0
2017-01-15,Kostanay,Milk,140.0
2017-01-15,Aktau,Potatoes,117.0
2017-01-15,Aktau,Wheat flour (first grade),159.0
2017-01-15,Aktau,Meat (beef),1398.0
2017-01-15,Aktau,Oil (sunflower),476.0
2017-02-15,Nur-Sultan,Potatoes,109.0
2017-02-15,Nur-Sultan,Meat (beef),1498.0
2017-02-15,Nur-Sultan,Oil (sunflower),470.0
2017-02-15,Almaty,Potatoes,131.0
2017-02-15,Almaty,Wheat flour (first grade),145.0
2017-02-15,Almaty,Meat (beef),1450.0
2017-02-15,Almaty,Milk,224.0
2017-02-15,Almaty,Oil (sunflower),416.0
2017-02-15,Kostanay,Potatoes,82.0
2017-02-15,Kostanay,Wheat flour (first grade),107.0
2017-02-15,Kostanay,Meat (beef),1300.0
2017-02-15,Kostanay,Milk,140.0
2017-02-15,Kostanay,Oil (sunflower),443.0
2017-02-15,Aktau,Potatoes,123.0
2017-02-15,Aktau,Wheat flour (first grade),159.0
2017-02-15,Aktau,Meat (beef),1445.0
2017-03-15,Nur-Sultan,Potatoes,116.0
2017-03-15,Nur-Sultan,Meat (beef),1520.0
2017-03-15,Nur-Sultan,Oil (sunflower),470.0
2017-03-15,Almaty,Potatoes,131.0
2017-03-15,Almaty,Wheat flour (first grade),148.0
2017-03-15,Almaty,Meat (beef),1480.0
2017-03-15,Almaty,Milk,224.0
2017-03-15,Almaty,Oil (sunflower),411.0
2017-03-15,Kostanay,Potatoes,86.0
2017-03-15,Kostanay,Wheat flour (first grade),107.0
2017-03-15,Kostanay,Meat (beef),1300.0
2017-03-15,Kostanay,Milk,140.0
2017-03-15,Kostanay,Oil (sunflower),429.0
2017-03-15,Aktau,Potatoes,127.0
2017-03-15,Aktau,Wheat flour (first grade),159.0
2017-03-15,Aktau,Meat (beef),1445.0
2017-04-15,Nur-Sultan,Potatoes,142.0
2017-04-15,Nur-Sultan,Meat (beef),1552.0
2017-04-15,Nur-Sultan,Oil (sunflower),448.0
2017-04-15,Almaty,Potatoes,143.0
2017-04-15,Almaty,Wheat flour (first grade),161.0
2017-04-15,Almaty,Meat (beef),1491.0
2017-04-15,Almaty,Milk,229.0
2017-04-15,Almaty,Oil (sunflower),412.0
2017-04-15,Kostanay,Potatoes,101.0
2017-04-15,Kostanay,Wheat flour (first grade),101.0
2017-04-15,Kostanay,Meat (beef),1300.0
2017-04-15,Kostanay,Milk,140.0
2017-04-15,Kostanay,Oil (sunflower),425.0
2017-04-15,Aktau,Potatoes,138.0
2017-04-15,Aktau,Meat (beef),1466.0
2017-04-15,Aktau,Oil (sunflower),468.0
2017-05-15,Nur-Sultan,Potatoes,169.0
2017-05-15,Nur-Sultan,Meat (beef),1622.0
2017-05-15,Nur-Sultan,Oil (sunflower),447.0
2017-05-15,Almaty,Potatoes,150.0
2017-05-15,Almaty,Wheat flour (first grade),161.0
2017-05-15,Almaty,Meat (beef),1493.0
2017-05-15,Almaty,Milk,236.0
2017-05-15,Almaty,Oil (sunflower),409.0
2017-05-15,Kostanay,Potatoes,120.0
2017-05-15,Kostanay,Meat (beef),1300.0
2017-05-15,Kostanay,Milk,140.0
2017-05-15,Kostanay,Oil (sunflower),427.0
2017-05-15,Aktau,Potatoes,150.0
2017-05-15,Aktau,Meat (beef),1482.0
2017-05-15,Aktau,Oil (sunflower),460.0
2017-06-15,Nur-Sultan,Potatoes,190.0
2017-06-15,Nur-Sultan,Wheat flour (first grade),146.0
2017-06-15,Nur-Sultan,Meat (beef),1622.0
2017-06-15,Nur-Sultan,Oil (sunflower),442.0
2017-06-15,Almaty,Potatoes,188.0
2017-06-15,Almaty,Wheat flour (first grade),161.0
2017-06-15,Almaty,Meat (beef),1493.0
2017-06-15,Almaty,Milk,236.0
2017-06-15,Almaty,Oil (sunflower),403.0
2017-06-15,Kostanay,Potatoes,130.0
2017-06-15,Kostanay,Meat (beef),1300.0
2017-06-15,Kostanay,Milk,140.0
2017-06-15,Kostanay,Oil (sunflower),425.0
2017-06-15,Aktau,Potatoes,181.0
2017-06-15,Aktau,Meat (beef),1482.0
2017-06-15,Aktau,Oil (sunflower),451.0
2017-07-15,Nur-Sultan,Potatoes,161.0
2017-07-15,Nur-Sultan,Wheat flour (first grade),155.0
2017-07-15,Nur-Sultan,Meat (beef),1622.0
2017-07-15,Nur-Sultan,Oil (sunflower),435.0
2017-07-15,Almaty,Potatoes,149.0
2017-07-15,Almaty,Meat (beef),1493.0
2017-07-15,Almaty,Milk,242.0
2017-07-15,Almaty,Oil (sunflower),390.0
2017-07-15,Kostanay,Potatoes,132.0
2017-07-15,Kostanay,Wheat flour (first grade),100.0
2017-07-15,Kostanay,Meat (beef),1323.0
2017-07-15,Kostanay,Milk,140.0
2017-07-15,Aktau,Potatoes,155.0
2017-07-15,Aktau,Wheat flour (first grade),160.0
2017-07-15,Aktau,Meat (beef),1488.0
2017-07-15,Aktau,Oil (sunflower),451.0
2017-08-15,Nur-Sultan,Potatoes,103.0
2017-08-15,Nur-Sultan,Wheat flour (first grade),155.0
2017-08-15,Nur-Sultan,Meat (beef),1641.0
2017-08-15,Nur-Sultan,Oil (sunflower),435.0
2017-08-15,Almaty,Potatoes,112.0
2017-08-15,Almaty,Meat (beef),1516.0
2017-08-15,Almaty,Milk,245.0
2017-08-15,Almaty,Oil (sunflower),384.0
2017-08-15,Kostanay,Potatoes,113.0
2017-08-15,Kostanay,Wheat flour (first grade),100.0
2017-08-15,Kostanay,Meat (beef),1323.0
2017-08-15,Kostanay,Milk,140.0
2017-08-15,Aktau,Potatoes,136.0
2017-08-15,Aktau,Wheat flour (first grade),160.0
2017-08-15,Aktau,Meat (beef),1488.0
2017-09-15,Nur-Sultan,Potatoes,92.0
2017-09-15,Nur-Sultan,Wheat flour (first grade),155.0
2017-09-15,Nur-Sultan,Meat (beef),1661.0
2017-09-15,Nur-Sultan,Oil (sunflower),439.0
2017-09-15,Almaty,Potatoes,112.0
2017-09-15,Almaty,Meat (beef),1541.0
2017-09-15,Almaty,Milk,246.0
2017-09-15,Almaty,Oil (sunflower),393.0
2017-09-15,Kostanay,Potatoes,100.0
2017-09-15,Kostanay,Wheat flour (first grade),100.0
2017-09-15,Kostanay,Meat (beef),1323.0
2017-09-15,Aktau,Potatoes,126.0
2017-09-15,Aktau,Wheat flour (first grade),160.0
2017-09-15,Aktau,Meat (beef),1488.0
2017-10-15,Nur-Sultan,Potatoes,114.0
2017-10-15,Nur-Sultan,Meat (beef),1661.0
2017-10-15,Nur-Sultan,Oil (sunflower),440.0
2017-10-15,Almaty,Potatoes,154.0
2017-10-15,Almaty,Wheat flour (first grade),161.0
2017-10-15,Almaty,Meat (beef),1525.0
2017-10-15,Almaty,Milk,247.0
2017-10-15,Kostanay,Potatoes,100.0
2017-10-15,Kostanay,Meat (beef),1323.0
2017-10-15,Kostanay,Milk,152.0
2017-10-15,Kostanay,Oil (sunflower),407.0
2017-10-15,Aktau,Potatoes,137.0
2017-10-15,Aktau,Wheat flour (first grade),160.0
2017-10-15,Aktau,Meat (beef),1488.0
2017-11-15,Nur-Sultan,Potatoes,122.0
2017-11-15,Nur-Sultan,Wheat flour (first grade),156.0
2017-11-15,Nur-Sultan,Meat (beef),1661.0
2017-11-15,Nur-Sultan,Oil (sunflower),444.0
2017-11-15,Almaty,Potatoes,145.0
2017-11-15,Almaty,Meat (beef),1610.0
2017-11-15,Almaty,Milk,249.0
2017-11-15,Kostanay,Potatoes,106.0
2017-11-15,Kostanay,Meat (beef),1323.0
2017-11-15,Kostanay,Milk,152.0
2017-11-15,Kostanay,Oil (sunflower),407.0
2017-11-15,Aktau,Potatoes,139.0
2017-11-15,Aktau,Wheat flour (first grade),160.0
2017-11-15,Aktau,Meat (beef),1488.0
2017-11-15,Aktau,Oil (sunflower),456.0
2017-12-15,Nur-Sultan,Potatoes,126.0
2017-12-15,Nur-Sultan,Meat (beef),1660.0
2017-12-15,Almaty,Potatoes,135.0
2017-12-15,Almaty,Meat (beef),1632.0
2017-12-15,Almaty,Milk,252.0
2017-12-15,Almaty,Oil (sunflower),394.0
2017-12-15,Kostanay,Potatoes,104.0
2017-12-15,Kostanay,Wheat flour (first grade),96.0
2017-12-15,Kostanay,Meat (beef),1348.0
2017-12-15,Kostanay,Milk,152.0
2017-12-15,Kostanay,Oil (sunflower),408.0
2017-12-15,Aktau,Potatoes,141.0
2017-12-15,Aktau,Meat (beef),1488.0
2017-12-15,Aktau,Oil (sunflower),456.0
2018-01-15,Nur-Sultan,Potatoes,136.0
2018-01-15,Nur-Sultan,Meat (beef),1654.0
2018-01-15,Nur-Sultan,Oil (sunflower),444.0
2018-01-15,Almaty,Potatoes,141.0
2018-01-15,Almaty,Wheat flour (first grade),162.0
2018-01-15,Almaty,Meat (beef),1627.0
